"","id","Place","desc","coords"
"726",140506,"Saint-Priest-sous-Aixe ","An ancient place, cited: BAtlas 14 G3 no. 75 (Chez-Roger, Cm. St-Priest-sous-Aixe)","[1.112817, 45.829063]"
"727",140506,"Barrington Atlas feature labeled 75 ","An ancient place, cited: BAtlas 14 G3 no. 75 (Chez-Roger, Cm. St-Priest-sous-Aixe)","[1.112817, 45.829063]"
"728",140506,"Saint-Priest-sous-Aixe ","An ancient place, cited: BAtlas 14 G3 no. 75 (Chez-Roger, Cm. St-Priest-sous-Aixe)","[1.112817, 45.829063]"
"729",140506,"Barrington Atlas feature labeled 75 ","An ancient place, cited: BAtlas 14 G3 no. 75 (Chez-Roger, Cm. St-Priest-sous-Aixe)","[1.112817, 45.829063]"
"730",140508,"Condat-sur-Vienne ","An ancient place, cited: BAtlas 14 G3 no. 77 (Condat-sur-Vienne)","[1.236574, 45.796888]"
"731",140509,"La Boissiere, Cm. de St-Paul ","An ancient place, cited: BAtlas 14 G3 no. 78 (La Boissière, Cm. St-Paul)","[1.420094, 45.748808]"
"732",140511,"Barrington Atlas feature labeled 80 ","An ancient place, cited: BAtlas 14 G3 no. 80 (Le Chalard, Cm. Châteauneuf-la-Forêt)","[1.592778, 45.715194]"
"733",140512,"Barrington Atlas feature labeled 81 ","An ancient place, cited: BAtlas 14 G3 no. 81 (Liégeaud, Cm. La Croisille-sur-Briance)","[1.580951, 45.62397]"
"734",140514,"Barrington Atlas feature labeled 83 ","An ancient place, cited: BAtlas 14 G3 no. 83 (St-Léon-sur-Vézère)","[1.088113, 45.0113]"
"735",140515,"Barrington Atlas feature labeled 84 ","An ancient place, cited: BAtlas 14 G3 no. 84 (St-Amand-de-Coly)","[1.246655, 45.063692]"
"736",140516,"Barrington Atlas feature labeled 85 ","An ancient place, cited: BAtlas 14 G3 no. 85 (Lavialle, Laroche, Cm. St-Cernin-de-Larche)","[1.422638, 45.093221]"
"737",140518,"Barrington Atlas feature labeled 87 ","An ancient place, cited: BAtlas 14 G3 no. 87 (Prenchère, Cm. Rosiers-d’Egletons)","[1.970676, 45.365211]"
"738",140519,"Barrington Atlas feature labeled 88 ","An ancient place, cited: BAtlas 14 H3 no. 88 (Bourre, Cm. Darnets)","[2.106056, 45.429233]"
"739",140520,"Barrington Atlas feature labeled 89 ","An ancient place, cited: BAtlas 14 H3 no. 89 (Bois-Baudou, Cm. St-Julien-aux-Bois)","[2.142431, 45.129788]"
"740",140521,"Barrington Atlas feature labeled 90 ","An ancient place, cited: BAtlas 14 H3 no. 90 (La Moutte, Cm. Sérandon)","[2.337343, 45.360185]"
"741",140524,"Barrington Atlas feature labeled 93 ","An ancient place, cited: BAtlas 14 H3 no. 93 (Cube, Cm. Aubusson)","[2.195175, 45.968198]"
"742",140526,"Barrington Atlas feature labeled 95 ","An ancient place, cited: BAtlas 14 H4 no. 95 (Girmou, Cm. Firmi)","[2.336133, 44.538362]"
"743",140529,"Barrington Atlas feature labeled 98 ","An ancient place, cited: BAtlas 14 G4 no. 98 (Rigalou, Cm. Le Bastit)","[1.658426, 44.713114]"
"744",140532,"Montlauzun ","Majonelle, Cm. Montlauzun, France, was the site of a long-lived villa of substantial size. According to M. Labrousse writing in PECS, the presence of a ""Byzantine coin of Phokis"" denotes a very late occupation.","[1.198191, 44.303449]"
"745",140532,"Mayjounelle ","Majonelle, Cm. Montlauzun, France, was the site of a long-lived villa of substantial size. According to M. Labrousse writing in PECS, the presence of a ""Byzantine coin of Phokis"" denotes a very late occupation.","[1.198191, 44.303449]"
"746",140532,"Montlauzun ","Majonelle, Cm. Montlauzun, France, was the site of a long-lived villa of substantial size. According to M. Labrousse writing in PECS, the presence of a ""Byzantine coin of Phokis"" denotes a very late occupation.","[1.198191, 44.303449]"
"747",140532,"Mayjounelle ","Majonelle, Cm. Montlauzun, France, was the site of a long-lived villa of substantial size. According to M. Labrousse writing in PECS, the presence of a ""Byzantine coin of Phokis"" denotes a very late occupation.","[1.198191, 44.303449]"
"748",140534,"Barrington Atlas feature labeled 103 ","An ancient place, cited: BAtlas 14 F4 no. 103 (Moudoulens, Cm. Trémons)","[0.875169, 44.427869]"
"749",140536,"Barrington Atlas feature labeled 105 ","An ancient place, cited: BAtlas 14 F4 no. 105 (Cap del Rat, Cm. Puymirol)","[0.802925, 44.179941]"
"750",140538,"Barrington Atlas feature labeled 107 ","An ancient place, cited: BAtlas 14 F4 no. 107 (Lamoulère, Cm. St-Pierre-de-Buzet)","[0.266877, 44.273111]"
"751",140539,"Barrington Atlas feature labeled 108 ","An ancient place, cited: BAtlas 14 F4 no. 108 (Pompogne)","[0.051388, 44.255444]"
"752",140540,"Barrington Atlas feature labeled 109 ","An ancient place, cited: BAtlas 14 F4 no. 109 (Bouglon, Lambenne, Cm. Bouglon)","[0.096659, 44.392991]"
"753",140541,"Barrington Atlas feature labeled 110 ","An ancient place, cited: BAtlas 14 F4 no. 110 (Ste-Bazeille, Cm. Lestang)","[0.0965469, 44.526462]"
"754",140543,"Barrington Atlas feature labeled 112 ","An ancient place, cited: BAtlas 14 F4 no. 112 (Doulezon)","[-0.005519, 44.791842]"
"755",140544,"Barrington Atlas feature labeled 113 ","An ancient place, cited: BAtlas 14 F4 no. 113 (St-Martial-d’Artenset)","[0.204666, 45.015402]"
"756",140545,"Barrington Atlas feature labeled 114 ","An ancient place, cited: BAtlas 14 F4 no. 114 (Pineuilh, Cm. Les Champellans)","[0.22728, 44.829542]"
"757",140546,"Port-Sainte-Foy-et-Ponchapt, Port-Sainte-Foy ","At Le Canet, Cm. Port-Ste-Foy-et-Ponchapt, on the west bank of the Dordogne river, a Gallo-Roman villa was discovered in 1922. On the basis of its mosaic decorations, the villa is dated to the later imperial period.","[0.190857, 44.827131]"
"758",140547,"Barrington Atlas feature labeled 116 ","An ancient place, cited: BAtlas 14 F4 no. 116 (Lamonzie-St-Martin)","[0.383091, 44.842212]"
"759",140548,"Montcaret ","An ancient place, cited: BAtlas 14 F4 no. 117 (Montcaret)","[0.063933, 44.858611]"
"760",140550,"Barrington Atlas feature labeled 119 ","An ancient place, cited: BAtlas 14 E4 no. 119 (Montagne)","[-0.12871, 44.929893]"
"761",140551,"Barrington Atlas feature labeled 120 ","An ancient place, cited: BAtlas 14 E4 no. 120 (St-Denis-de-Pile, Cm. La Mothe)","[-0.190376, 44.997193]"
"762",140552,"Barrington Atlas feature labeled 121 ","An ancient place, cited: BAtlas 14 E4 no. 121 (Carbon-Blanc, Cm. Flandres)","[-0.501128, 44.891312]"
"763",140553,"Latresne ","An ancient place, cited: BAtlas 14 E4 no. 122 (Pannetier, Cm. Latresne)","[-0.496863, 44.784806]"
"764",140554,"Barrington Atlas feature labeled 123 ","An ancient place, cited: BAtlas 14 E4 no. 123 (Camblanes-et-Meynac)","[-0.486389, 44.765833]"
"765",140555,"Barrington Atlas feature labeled 124 ","An ancient place, cited: BAtlas 14 E4 no. 124 (St-Genès-de-Lombaud)","[-0.381703, 44.753407]"
"766",140556,"Barrington Atlas feature labeled 125 ","An ancient place, cited: BAtlas 14 E4 no. 125 (Daignac)","[-0.249268, 44.798997]"
"767",140557,"Barrington Atlas feature labeled 126 ","An ancient place, cited: BAtlas 14 E4 no. 126 (Grézillac)","[-0.217983, 44.81722]"
"768",140558,"Barrington Atlas feature labeled 127 ","An ancient place, cited: BAtlas 14 E4 no. 127 (St-Germain-du-Puch)","[-0.322292, 44.85709]"
"769",140559,"Barrington Atlas feature labeled 128 ","An ancient place, cited: BAtlas 14 E4 no. 128 (St-Emilion, Cm. Le Palat)","[-0.156666, 44.885476]"
"770",140560,"Sainte-Colombe ","An ancient place, cited: BAtlas 14 E4 no. 129 (Ste-Colombe)","[-0.061889, 44.879304]"
"771",140561,"Barrington Atlas feature labeled 130 ","An ancient place, cited: BAtlas 14 E4 no. 130 (St-Pey-de-Castets)","[-0.063755, 44.813771]"
"772",140562,"Barrington Atlas feature labeled 131 ","An ancient place, cited: BAtlas 14 E4 no. 131 (Gléziat, Cm. Ruch)","[-0.038917, 44.778595]"
"773",140563,"Barrington Atlas feature labeled 132 ","An ancient place, cited: BAtlas 14 E4 no. 132 (Mérignas, Cm. Le Bourg)","[-0.087502, 44.782261]"
"774",140564,"Barrington Atlas feature labeled 133 ","An ancient place, cited: BAtlas 14 E4 no. 133 (Lugasson, Cm. Les Murasses)","[-0.145823, 44.761176]"
"775",140565,"Barrington Atlas feature labeled 134 ","An ancient place, cited: BAtlas 14 E4 no. 134 (Blasimon)","[-0.075308, 44.748676]"
"776",140566,"Barrington Atlas feature labeled 135 ","An ancient place, cited: BAtlas 14 E4 no. 135 (Frontenac)","[-0.163225, 44.737467]"
"777",140567,"Barrington Atlas feature labeled 136 ","An ancient place, cited: BAtlas 14 E4 no. 136 (Coirac)","[-0.167009, 44.691101]"
"778",140568,"Barrington Atlas feature labeled 137 ","An ancient place, cited: BAtlas 14 E4 no. 137 (Martineau-Nord, Cm. Mesterrieux)","[-0.020858, 44.64278]"
"779",140569,"Barrington Atlas feature labeled 138 ","An ancient place, cited: BAtlas 14 E4 no. 138 (Bagas)","[-0.056092, 44.625246]"
"780",140570,"Barrington Atlas feature labeled 139 ","An ancient place, cited: BAtlas 14 E4 no. 139 (Hure)","[0.001006, 44.545119]"
"781",140571,"Barrington Atlas feature labeled 140 ","An ancient place, cited: BAtlas 14 E4 no. 140 (Casseuil)","[-0.114095, 44.585342]"
"782",140574,"Barrington Atlas feature labeled 143 ","An ancient place, cited: BAtlas 14 E4 no. 143 (Podensac, Cm. La Halle)","[-0.35, 44.65]"
"783",140575,"Barrington Atlas feature labeled 144 ","An ancient place, cited: BAtlas 14 E4 no. 144 (Toulenne, Cm. La Gravière)","[-0.262397, 44.559664]"
"784",140576,"Barrington Atlas feature labeled 145 ","An ancient place, cited: BAtlas 14 E4 no. 145 (Cameillac, Cm. Léogeats)","[-0.36934, 44.503332]"
"785",147990,"Pont-Ambroix (Ambrussum) ","A Pre-Roman and Gallo-Roman oppidum located along the Roman Via Domitia.","[4.149669, 43.715821]"
"786",147997,"Saint-Thibéry ","Araura/Cessero was originally a Celtic oppidum and, later, a road station on the Via Domitia.","[3.42009, 43.394594]"
"787",148007,"Balaruc-les-Bains ","An ancient place, cited: BAtlas 15 B3 Balaruc-les-Bains","[3.677563, 43.441823]"
"788",148012,"Barbegal ","At Barbegal in southern France are the remains of a Roman watermill complex.","[4.7213363, 43.7030438]"
"789",148014,"Barutel Roman Quarry ","A cluster of Roman-era limestone quarries near modern Carrières de Barutel, northwest of Nîmes in France (BAtlas 15 C2 Barutel).","[4.3002532, 43.8864126]"
"790",148022,"La Brèche (necropolis) ","A large necropolis excavated under rescue conditions in the 20th century. Grave goods indicated a long period of use, stretching from as early as the third century CE to as late as the sixteenth. The site is located in the French commune of Laudun-l'Ardoise, near the confluences of the Tave, Céze, and Rhône rivers.","[4.693504, 44.113195]"
"791",148030,"Laudun-l'Ardoise ","The place known as ""Camp de César"" or ""Caesar's Camp"" is an ancient town covering some 18 ha that was occupied from the fifth century BCE until Late Antiquity. Built fortifications augment the site's natural defensibility.","[4.6550874, 44.1206458]"
"792",148040,"La Catalane ","An ancient place, cited: BAtlas 15 D2 La Catalane","[4.800928, 43.7486]"
"793",148047,"Lardiers ","A Celto-Ligurian oppidum and sanctuary.","[5.712445, 44.057257]"
"794",148050,"La Cloche ","An ancient place, cited: BAtlas 15 E3 La Cloche","[5.313059, 43.410307]"
"795",148053,"Colonia Iulia Augusta Aquae Sextiae ","Col. Aquae Sextiae (modern Aix-en-Provence) was founded by Caius Sextius Calvinus, who placed the colony on the territory of the indigenous confederation of the Salluvii in 122 B.C.","[5.44541, 43.526232]"
"796",148053,"Col. Aquae Sextiae, Col. Iulia Augusta Aquae Sextiae, Colonia Iulia Augusta Aquae Sextiae ","Col. Aquae Sextiae (modern Aix-en-Provence) was founded by Caius Sextius Calvinus, who placed the colony on the territory of the indigenous confederation of the Salluvii in 122 B.C.","[5.44541, 43.526232]"
"797",148053,"Colonia Iulia Augusta Aquae Sextiae ","Col. Aquae Sextiae (modern Aix-en-Provence) was founded by Caius Sextius Calvinus, who placed the colony on the territory of the indigenous confederation of the Salluvii in 122 B.C.","[5.44541, 43.526232]"
"798",148053,"Col. Aquae Sextiae, Col. Iulia Augusta Aquae Sextiae, Colonia Iulia Augusta Aquae Sextiae ","Col. Aquae Sextiae (modern Aix-en-Provence) was founded by Caius Sextius Calvinus, who placed the colony on the territory of the indigenous confederation of the Salluvii in 122 B.C.","[5.44541, 43.526232]"
"799",148054,"Col. Arausio, Col. Firma Iulia Arausio Secundanorum ","Founded as Colonia Iulia Firma Secundanorum Arausio in 35 B.C.","[4.808442, 44.135527]"
"800",148056,"Col. Baeterrae, Col. Victrix Iulia Paterna ","Colonia Julia Baeterrae Septimanorum is located where the Via Herculia crosses the Orb river. It is now modern Béziers, France. The site has been inhabited at least since 750-650 B.C.","[3.217908, 43.341753]"
"801",148057,"Combe de Fignols ","An ancient place, cited: BAtlas 15 A2 Combe de Fignols","[3.403286, 43.598287]"
"802",148058,"La Condoumine ","A large Gallo-Roman villa located north of Béziers on the banks of the Libron river.","[3.231961, 43.455102]"
"803",148060,"Constantine ","An ancient place, cited: BAtlas 15 E2 Constantine","[5.123055, 43.550135]"
"804",148061,"Coste Guizon ","An ancient place, cited: BAtlas 15 A1 Coste Guizon","[3.409764, 44.208742]"
"805",148062,"La Couronne ","An ancient place, cited: BAtlas 15 E3 La Couronne","[5.052454, 43.337961]"
"806",148071,"Elisykoi ","An ancient people, tribe, or cultural group.","[3.215426997548036, 43.39438451497057]"
"807",148081,"Montbazin ","Forum Domitii was a market created prior to the foundation of Narbonne along the Via Domitia.","[3.692307, 43.515715]"
"808",148089,"Gallicum Mare, Gallicus sinus ","The Gulf of Lion, or Sinus Gallicus.","[4.0, 43.0]"
"809",148092,"Saint-Vincent ","An ancient place, cited: BAtlas 15 D1 Gaujac","[4.559525, 44.077832]"
"810",148099,"Hispaniense Ostium, Hispaniense? Ostium ","An ancient place, cited: BAtlas 15 C3 Hispaniense? Ostium","[4.0, 43.0]"
"811",148104,"Lachau ","A Gallo-Roman sanctuary.","[5.636884, 44.231291]"
"812",148105,"Lansargues ","An ancient place, cited: BAtlas 15 C2 Lansargues","[4.073615, 43.653126]"
"813",148106,"Lanuéjols ","An ancient place, cited: BAtlas 15 A1 Lanuéjols","[3.381236, 44.130528]"
"814",148107,"Lattara, Lattes ","A walled port city inhabited by Gauls, Etruscans, and Massalian Greeks.","[3.906928, 43.565535]"
"815",148108,"Laval ","An ancient place, cited: BAtlas 15 C1 Laval","[4.064647, 44.208126]"
"816",148111,"La Legue ","An ancient place, cited: BAtlas 15 E1 La Legue","[5.074153, 44.051312]"
"817",148115,"La Liquière ","An ancient place, cited: BAtlas 15 C2 La Liquière","[3.742831, 43.781068]"
"818",148127,"Massilia ","Massalia/Massilia (modern Marseille, France) was founded by Phocaean Greeks ca. 600 B.C. as a trading outpost. Massalia, in turn, established its own secondary colonies. During the Punic Wars Massalia, was allied to Rome and, following the sacking of Carthage in 146 B.C., the settlement enjoyed increased economic vitality.","[5.382499, 43.296854]"
"819",148127,"Marseille ","Massalia/Massilia (modern Marseille, France) was founded by Phocaean Greeks ca. 600 B.C. as a trading outpost. Massalia, in turn, established its own secondary colonies. During the Punic Wars Massalia, was allied to Rome and, following the sacking of Carthage in 146 B.C., the settlement enjoyed increased economic vitality.","[5.382499, 43.296854]"
"820",148127,"Massalia, Massalia/Massilia ","Massalia/Massilia (modern Marseille, France) was founded by Phocaean Greeks ca. 600 B.C. as a trading outpost. Massalia, in turn, established its own secondary colonies. During the Punic Wars Massalia, was allied to Rome and, following the sacking of Carthage in 146 B.C., the settlement enjoyed increased economic vitality.","[5.382499, 43.296854]"
"821",148127,"Massilia ","Massalia/Massilia (modern Marseille, France) was founded by Phocaean Greeks ca. 600 B.C. as a trading outpost. Massalia, in turn, established its own secondary colonies. During the Punic Wars Massalia, was allied to Rome and, following the sacking of Carthage in 146 B.C., the settlement enjoyed increased economic vitality.","[5.382499, 43.296854]"
"822",148127,"Marseille ","Massalia/Massilia (modern Marseille, France) was founded by Phocaean Greeks ca. 600 B.C. as a trading outpost. Massalia, in turn, established its own secondary colonies. During the Punic Wars Massalia, was allied to Rome and, following the sacking of Carthage in 146 B.C., the settlement enjoyed increased economic vitality.","[5.382499, 43.296854]"
"823",148127,"Massalia, Massalia/Massilia ","Massalia/Massilia (modern Marseille, France) was founded by Phocaean Greeks ca. 600 B.C. as a trading outpost. Massalia, in turn, established its own secondary colonies. During the Punic Wars Massalia, was allied to Rome and, following the sacking of Carthage in 146 B.C., the settlement enjoyed increased economic vitality.","[5.382499, 43.296854]"
"824",148127,"Massilia ","Massalia/Massilia (modern Marseille, France) was founded by Phocaean Greeks ca. 600 B.C. as a trading outpost. Massalia, in turn, established its own secondary colonies. During the Punic Wars Massalia, was allied to Rome and, following the sacking of Carthage in 146 B.C., the settlement enjoyed increased economic vitality.","[5.382499, 43.296854]"
